Filename,Year,Area,Perimeter
Quercus_robur_2.jpg,,39978856,99078.0769674778
Quercus_robur_1.jpg,,725065,8247.437509059906
Quercus_robur_0.jpg,,889224,13337.020665764809
Quercus_robur_3.jpg,2025,12636538,36404.582084178925
Quercus_robur_4.jpg,,881068,4708.840953826904
Quercus_robur_5.jpg,2025,7286337,38640.67600762844
Quercus_robur_7.jpg,,961240,15945.272852063179
Quercus_robur_6.jpg,,1029950,14057.604685902596
Quercus_robur_8.jpg,2025,1106225,6062.292071223259
